title_norm,tmdb_id,genres,director,top_cast,overview,match_score,enriched_text
Hawking (2004),34843.0,"['Drama', 'TV Movie']",Philip Martin,"['Benedict Cumberbatch', 'Peter Firth', 'Tom Ward']","The story of Professor Stephen Hawking's early years. It is 1963, and our young cosmologist celebrates his 21st birthday. At the party is a new friend, Jane Wilde - there is a strong attraction between the two. Jane is intrigued by Stephen's talk of stars and the Universe. But she realises that there is something very wrong when Stephen suddenly finds that he is unable to stand up.",1.0,"Hawking (2004) | Genres: Drama, TV Movie | Director: Philip Martin | Cast: Benedict Cumberbatch, Peter Firth, Tom Ward"
To Die For (1995),577.0,"['Drama', 'Comedy', 'Crime']",Gus Van Sant,"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix']","Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",1.0,"To Die For (1995) | Genres: Drama, Comedy, Crime | Director: Gus Van Sant | Cast: Nicole Kidman, Matt Dillon, Joaquin Phoenix"
The Boss (2016),323676.0,['Comedy'],Ben Falcone,"['Melissa McCarthy', 'Kristen Bell', 'Peter Dinklage']","A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",1.0,"The Boss (2016) | Genres: Comedy | Director: Ben Falcone | Cast: Melissa McCarthy, Kristen Bell, Peter Dinklage"
Pretty When You Cry (2001),127442.0,"['Crime', 'Drama', 'Thriller']",Jack N. Green,"['Sam Elliott', 'Jamie Kennedy', 'Carlton Elizabeth']",A wife is caught in a web of sex and violence.,1.0,"Pretty When You Cry (2001) | Genres: Crime, Drama, Thriller | Director: Jack N. Green | Cast: Sam Elliott, Jamie Kennedy, Carlton Elizabeth"
Hitman (1997),,,,,,,Hitman (1997)
Ghosts of Mars (2001),10016.0,"['Action', 'Horror', 'Science Fiction']",John Carpenter,"['Natasha Henstridge', 'Ice Cube', 'Pam Grier']","In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find the post deserted and something far more dangerous than any criminal — the original inhabitants of Mars, hellbent on getting their planet back.",1.0,"Ghosts of Mars (2001) | Genres: Action, Horror, Science Fiction | Director: John Carpenter | Cast: Natasha Henstridge, Ice Cube, Pam Grier"
Joy Ride (2000),377538.0,['Drama'],Martin Rengel,"['Edward Piccin', 'Yangzom Brauen', 'Sebastian Hölz']","For Sandra, a woman in her late teens, life is wonderful. She has recently fallen in love with Daniel, a member of the group of young men she hangs around with frequently. Daniel is flattered by Sandra's affection for him and they begin to spend more time together, apart from the rest of the gang. Their relationship remains diffuse and directionless, provoking tension and threatening to cause a schism within the group.",1.0,"Joy Ride (2000) | Genres: Drama | Director: Martin Rengel | Cast: Edward Piccin, Yangzom Brauen, Sebastian Hölz"
Nightclub School Hospital (2012),,,,,,,Nightclub School Hospital (2012)
The Hunt for the BTK Killer,26301.0,"['TV Movie', 'Crime', 'Thriller', 'Horror']",Stephen Kay,"['Robert Forster', 'Michael Michele', 'Maury Chaykin']","After 31 years at-large, detectives in Wichita, Kansas hone in on the serial killer known as BTK.",1.0,"The Hunt for the BTK Killer | Genres: TV Movie, Crime, Thriller, Horror | Director: Stephen Kay | Cast: Robert Forster, Michael Michele, Maury Chaykin"
Ace Ventura: When Nature Calls (1995),9273.0,"['Crime', 'Comedy', 'Adventure']",Steve Oedekerk,"['Jim Carrey', 'Ian McNeice', 'Simon Callow']","Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",1.0,"Ace Ventura: When Nature Calls (1995) | Genres: Crime, Comedy, Adventure | Director: Steve Oedekerk | Cast: Jim Carrey, Ian McNeice, Simon Callow"
The Woman in the Window,520663.0,"['Crime', 'Mystery', 'Thriller']",Joe Wright,"['Amy Adams', 'Gary Oldman', 'Anthony Mackie']",An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,1.0,"The Woman in the Window | Genres: Crime, Mystery, Thriller | Director: Joe Wright | Cast: Amy Adams, Gary Oldman, Anthony Mackie"
Fullmetal Alchemist: Brotherhood,,,,,,,Fullmetal Alchemist: Brotherhood
Rudolph the Red-Nosed Reindeer: The Movie (1998),33719.0,"['Animation', 'Family', 'Music']",William R. Kowalchuk Jr.,"['Eric Pospisil', 'Kathleen Barr', 'John Goodman']","Young Rudolph suffers a childhood accident that sees his nose turn from the publicly accepted norm of black to a glowing red colour. His parents worry about him getting teased, and indeed he does in the end. When he is beaten in the reindeer games by his rival for a doe he fancies, Rudolph runs away and moves into a cave with Slyly the Fox. However can he overcome his fear and reach his true potential?",1.0,"Rudolph the Red-Nosed Reindeer: The Movie (1998) | Genres: Animation, Family, Music | Director: William R. Kowalchuk Jr. | Cast: Eric Pospisil, Kathleen Barr, John Goodman"
Me Before You,296096.0,"['Drama', 'Romance']",Thea Sharrock,"['Emilia Clarke', 'Sam Claflin', 'Janet McTeer']","Lou Clark, a directionless 26-year-old from the English countryside, takes a job at the local castle as a caregiver and companion to a wealthy young banker, Will Traynor. Wheelchair-bound from an accident two years prior, the once adventurous Will has all but given up — that is until Lou determines to show him that life is worth living.",1.0,"Me Before You | Genres: Drama, Romance | Director: Thea Sharrock | Cast: Emilia Clarke, Sam Claflin, Janet McTeer"
Temptation: Confessions of a Marriage Counselor (2013),97006.0,['Drama'],Tyler Perry,"['Jurnee Smollett', 'Lance Gross', 'Robbie Jones']","Judith has known her husband Brice since they were children, but now their marriage is growing stale. Having just completed her graduate work in psychotherapy, she's eager to begin a career as a marriage counselor. She takes an internship at a matchmaking firm for millionaires and meets Harley, a charismatic billionaire investor who makes no effort to hide his attraction to Judith. Although quite resistant at first, eventually Judith succumbs to his charms, placing her marriage in jeopardy and forever altering the course of her life.",1.0,"Temptation: Confessions of a Marriage Counselor (2013) | Genres: Drama | Director: Tyler Perry | Cast: Jurnee Smollett, Lance Gross, Robbie Jones"
Brick (2005),9270.0,"['Drama', 'Mystery', 'Crime']",Rian Johnson,"['Joseph Gordon-Levitt', 'Nora Zehetner', ""Matt O'Leary""]",A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,0.9,"Brick (2005) | Genres: Drama, Mystery, Crime | Director: Rian Johnson | Cast: Joseph Gordon-Levitt, Nora Zehetner, Matt O'Leary"
Above the Law (1988),9395.0,"['Action', 'Crime', 'Thriller']",Andrew Davis,"['Steven Seagal', 'Pam Grier', 'Henry Silva']","Nico Toscani is an Italian immigrant, American patriot, ex-CIA agent, aikido specialist and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice—expert and thorough bone-crushing.",1.0,"Above the Law (1988) | Genres: Action, Crime, Thriller | Director: Andrew Davis | Cast: Steven Seagal, Pam Grier, Henry Silva"
Liar Liar (1997),1624.0,['Comedy'],Tom Shadyac,"['Jim Carrey', 'Maura Tierney', 'Justin Cooper']","Forced by his son's birthday wish, fast-talking attorney and habitual liar Fletcher Reede must tell the truth for the next 24 hours.",1.0,"Liar Liar (1997) | Genres: Comedy | Director: Tom Shadyac | Cast: Jim Carrey, Maura Tierney, Justin Cooper"
300: Rise of an Empire (2014),53182.0,"['Action', 'Drama', 'War']",Noam Murro,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey']","Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",1.0,"300: Rise of an Empire (2014) | Genres: Action, Drama, War | Director: Noam Murro | Cast: Sullivan Stapleton, Eva Green, Lena Headey"
Universal Soldier (1992),9349.0,"['Thriller', 'Action', 'Science Fiction', 'Crime']",Roland Emmerich,"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Ally Walker']","An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past.",1.0,"Universal Soldier (1992) | Genres: Thriller, Action, Science Fiction, Crime | Director: Roland Emmerich | Cast: Jean-Claude Van Damme, Dolph Lundgren, Ally Walker"
Madea's Family Reunion (2006),16781.0,"['Drama', 'Comedy', 'Romance']",Tyler Perry,"['Tyler Perry', 'Rochelle Aytes', 'Lisa Arrindell']","Southern matriarch Madea has a lot on her plate. Her nieces, Vanessa and Lisa, have relationship troubles - Vanessa moves into Madea's house with her 2 young children and Lisa is engaged to a controlling man that her mother set her up with. In addition, Madea has just been court-ordered to become the guardian of Nikki, a rebellious runaway teenager. Madea must keep the peace and her family together while simultaneously planning her clan's reunion.",1.0,"Madea's Family Reunion (2006) | Genres: Drama, Comedy, Romance | Director: Tyler Perry | Cast: Tyler Perry, Rochelle Aytes, Lisa Arrindell"
Manhunt (2008),156238.0,"['Drama', 'TV Movie']",Laurent Jaoui,"['Franka Potente', 'Yvan Attal', 'Hanns Zischler']","Nazi hunters Serge and Beate Klarsfeld devoted twelve years of their lives to relentlessly tracking down Klaus Barbie, who had fled to Latin America under a false identity. La Traque looks back at their early exploits in Germany, through to the legal and media battles that led to the major trials in France. How was Klaus Barbie able to reinvent himself so easily and continue to wreak havoc in Bolivia with complete impunity in the 1970s? This is what this fictional account reveals, drawing its originality from the various points of view it adopts: that of the Klarsfelds, who had never before been the heroes of a fictional story, but also that of Klaus Barbie and the Bolivians, the new victims of this ""exiled"" barbarity. Between historical clarifications and revelations, this story forcefully reminds us that memory is not a given, but something that must be fought hard to achieve.",1.0,"Manhunt (2008) | Genres: Drama, TV Movie | Director: Laurent Jaoui | Cast: Franka Potente, Yvan Attal, Hanns Zischler"
Pound of Flesh (2015),326284.0,['Action'],Ernie Barbarash,"['Jean-Claude Van Damme', 'John Ralston', 'Aki Aleong']","In China to donate his kidney to his dying niece, former black-ops agent Deacon awakes the day before the operation to find he is the latest victim of organ theft. Stitched up and pissed-off, Deacon descends from his opulent hotel in search of his stolen kidney and carves a blood-soaked path through the darkest corners of the city. The clock is ticking for his niece and with each step he loses blood.",1.0,"Pound of Flesh (2015) | Genres: Action | Director: Ernie Barbarash | Cast: Jean-Claude Van Damme, John Ralston, Aki Aleong"
The Blair Witch Project (1999),2667.0,"['Horror', 'Mystery']",Daniel Myrick,"['Heather Donahue', 'Joshua Leonard', 'Michael C. Williams']","In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",1.0,"The Blair Witch Project (1999) | Genres: Horror, Mystery | Director: Daniel Myrick | Cast: Heather Donahue, Joshua Leonard, Michael C. Williams"
Hollow Man (2000),9383.0,"['Action', 'Science Fiction', 'Thriller']",Paul Verhoeven,"['Kevin Bacon', 'Elisabeth Shue', 'Josh Brolin']","Cocky researcher Sebastian Caine is working on a project to make living creatures invisible. Determined to achieve the ultimate breakthrough, Caine pushes his team to move to the next phase — using himself as the subject. The test is a success, but when the process can't be reversed and Caine seems doomed to future without flesh, he starts to turn increasingly dangerous.",1.0,"Hollow Man (2000) | Genres: Action, Science Fiction, Thriller | Director: Paul Verhoeven | Cast: Kevin Bacon, Elisabeth Shue, Josh Brolin"
Little Black Book,14846.0,"['Comedy', 'Romance', 'Drama']",Nick Hurran,"['Brittany Murphy', 'Holly Hunter', 'Kathy Bates']","Determined to learn about her boyfriend's past relationships, Stacy -- who works for a talk show -- becomes a bona fide snoop. With her colleague, Barb, Stacy gets the names of Derek's ex-lovers and interviews them, supposedly for an upcoming show. But what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women.",1.0,"Little Black Book | Genres: Comedy, Romance, Drama | Director: Nick Hurran | Cast: Brittany Murphy, Holly Hunter, Kathy Bates"
